provider_name,program_name,title,level_or_modality,modality,address,barrio,locality,contact,phone,website,schedule,duration,enrollment_period,notes,unit,lat,lon,maps_url,address_kmz,geo_source
"Centro de Formación 
Profesional N°401",Venta Digital,,Curso,,"Coronel Mom 2570, San Martín Centro",,San Martín,,Tels.: 4752 4497 / 4752 3020,https://cfp401sanmartin.com,,,,,,,,https://www.google.com/maps/search/?api=1&query=Coronel+Mom+2570%2C+San+Mart%C3%ADn+Centro,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Alta Costura,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Cocinera/o,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Colorista y peinador/a,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Confección de Bolsos y Mochilas,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Confección de Lencería y Corsetería,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Diseño de Página Web,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Diseño y Fabricación Digital,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Elab. de Alfajores Regionales,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Estampado Múltiple,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Estética Profesional,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Gestión de Emprendimientos,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Gestión de Redes Sociales,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Habilidades para EmprenderComunicación social,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Inglés para Negocios II,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Inglés para Negocios I,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Inglés para Tecnología Digital II,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Inglés para Tecnología Digital I,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Instalaciones Sanitarias,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Instalación y soporte de Sist.,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Instalador/a de Sist. Eléctricos de,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Liquidación de Impuestos,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Liquidación de Sueldos y Jornales,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°402",Mantenimiento Edilicio,,Curso,,Félix Ballester 2240 2° Piso,,San Martín,,Tel.: 4752 2499 INT. 109,https://centro402sm.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%C3%A9lix+Ballester+2240+2%C2%B0+Piso,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
